Fecha,Material,Descripcion,KG MERMADOS,PROCESO
25/08/2025,134325G3,PERNIL,391.8,DESHUESE DE PERNIL
25/08/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,67.3,DESHUESE DE PERNIL
26/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,22,REBANADOS
26/08/2025,134797A5,MP INT RECORTE MAGRO,11,REBANADOS
26/08/2025,134798C1,MAT PRIMA RECORTE MAGRO,2.9,REBANADOS
26/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,425.9,AHUMADO
26/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,136.3,REBANADO AHUMADO
26/08/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,91.1,DESBARATADO DE CANALES
26/08/2025,134203I1,CUARTEO PALETA CON MANITA,336.405,DESBARATADO DE CANALES
26/08/2025,134367I1,CUARTEO PERNIL CON PATITA,107.397,DESBARATADO DE CANALES
26/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
26/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.759,VALOR AGREGADO
27/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,17.6,REBANADOS
27/08/2025,134372G5,MAT PRIMA MILANESA TAQUERA,49.1,REBANADOS
27/08/2025,134797A5,MP INT RECORTE MAGRO,16,REBANADOS
27/08/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,117.4,DESBARATADO DE CANALES
27/08/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,24.408,VALOR AGREGADO
27/08/2025,134346C1,MAT PRIMA MILANESA LEÑA,2.99,VALOR AGREGADO
27/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
27/08/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,11.572,VALOR AGREGADO
27/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,159.4,AHUMADO
28/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,25.1,REBANADOS
28/08/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,3.8,REBANADOS
28/08/2025,134372G1,MAT PRIMA MILANESA TAQUERA,108.7,REBANADOS
28/08/2025,134701M5,MP RECORTE 80 - 20 PN,0.9,REBANADOS
28/08/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,9.5,DESBARATADO DE CANALES
28/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,74,VALOR AGREGADO
28/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.722,VALOR AGREGADO
28/08/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,35.9,VALOR AGREGADO
28/08/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,38.765,VALOR AGREGADO
28/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,274.3,AHUMADO
28/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,366.6,REBANADO AHUMADO
29/08/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,187.7,DESBARATADO DE CANALES
29/08/2025,134201G2,ESPALDILLA SIN HUESO,21.3,DESBARATADO DE CANALES
29/08/2025,134203I1,CUARTEO PALETA CON MANITA,42.018,DESBARATADO DE CANALES
29/08/2025,134367I1,CUARTEO PERNIL CON PATITA,62.356,DESBARATADO DE CANALES
29/08/2025,134207G2,CABEZA DE LOMO,74.9,REBANADOS
29/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,9,REBANADOS
29/08/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,96,VALOR AGREGADO
29/08/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,10.487,VALOR AGREGADO
29/08/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,5.726,VALOR AGREGADO
29/08/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,16.077,VALOR AGREGADO
29/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,495.6,AHUMADO
29/08/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,346.9,REBANADO AHUMADO
30/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,372,AHUMADO
30/08/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,6.6,REBANADOS
30/08/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,33.7,REBANADOS
30/08/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,136.5,REBANADOS
30/08/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,18,REBANADOS
30/08/2025,134372G5,MAT PRIMA MILANESA TAQUERA,13.5,REBANADOS
30/08/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,274.8,DESHUESE DE PERNIL
30/08/2025,134201G2,ESPALDILLA SIN HUESO,2.3,DESBARATADO DE CANALES
30/08/2025,134203I1,CUARTEO PALETA CON MANITA,14.477,DESBARATADO DE CANALES
30/08/2025,134367I1,CUARTEO PERNIL CON PATITA,1.601,DESBARATADO DE CANALES
30/08/2025,134401I1,CUARTEO PANCETA,72.748,DESBARATADO DE CANALES
30/08/2025,134504I1,CUARTEO ENTRECOAT,44.924,DESBARATADO DE CANALES
30/08/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,210.1,AHUMADO
01/09/2025,134203I1,CUARTEO PALETA CON MANITA,3.493,DESBARATADO DE CANALES
01/09/2025,134367I1,CUARTEO PERNIL CON PATITA,15.82,DESBARATADO DE CANALES
01/09/2025,134401I1,CUARTEO PANCETA,61.277,DESBARATADO DE CANALES
01/09/2025,134504I1,CUARTEO ENTRECOAT,6.733,DESBARATADO DE CANALES
01/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,309.7,DESHUESE DE PERNIL
01/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,8.2,REBANADOS
01/09/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,57.3,REBANADOS
01/09/2025,134372G3,MAT PRIMA MILANESA TAQUERA,127.9,REBANADOS
01/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,32.7,REBANADOS
01/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,201.2,REBANADO AHUMADO
01/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,296,AHUMADO
01/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,105,VALOR AGREGADO
01/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.597,VALOR AGREGADO
02/09/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,74.6,DESBARATADO DE CANALES
02/09/2025,134367I1,CUARTEO PERNIL CON PATITA,69.362,DESBARATADO DE CANALES
02/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,18.3,REBANADOS
02/09/2025,134797A5,MP INT RECORTE MAGRO,70.8,REBANADOS
02/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,18.9,REBANADOS
02/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,132.5,DESHUESE DE PERNIL
02/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,367.8,AHUMADO
02/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,150,REBANADO AHUMADO
02/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,81.5,VALOR AGREGADO
02/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.723,VALOR AGREGADO
02/09/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,3.216,VALOR AGREGADO
02/09/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,37.424,VALOR AGREGADO
03/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,17.3,DESBARATADO DE CANALES
03/09/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,81.8,DESBARATADO DE CANALES
03/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,20.9,REBANADOS
03/09/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,31.5,REBANADOS
03/09/2025,134372G5,MAT PRIMA MILANESA TAQUERA,152.5,REBANADOS
03/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,83.2,REBANADOS
03/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,458.2,AHUMADO
03/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,153.4,REBANADO AHUMADO
03/09/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,15.605,VALOR AGREGADO
03/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.627,VALOR AGREGADO
03/09/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,2.397,VALOR AGREGADO
03/09/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,7.554,VALOR AGREGADO
04/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,101.1,DESBARATADO DE CANALES
04/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,39.5,REBANADOS
04/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,42.1,REBANADOS
04/09/2025,134797A5,MP INT RECORTE MAGRO,7.9,REBANADOS
04/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,45,VALOR AGREGADO
04/09/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,1.9,VALOR AGREGADO
04/09/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,20.124,VALOR AGREGADO
04/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,150,DESHUESE DE PERNIL
04/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,278.2,AHUMADO
04/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,192.7,REBANADO AHUMADO
05/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,80.1,DESBARATADO DE CANALES
05/09/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,37.2,DESBARATADO DE CANALES
05/09/2025,134203I1,CUARTEO PALETA CON MANITA,1,DESBARATADO DE CANALES
05/09/2025,134325G3,PERNIL,522.1,DESHUESE DE PERNIL
05/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,62.1,REBANADOS
05/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,20.2,REBANADOS
05/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,65,VALOR AGREGADO
05/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.142,VALOR AGREGADO
05/09/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,39.7,VALOR AGREGADO
05/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,431.4,AHUMADO
05/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,135.9,REBANADO AHUMADO
06/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,22.7,REBANADOS
06/09/2025,134203I1,CUARTEO PALETA CON MANITA,63.855,DESBARATADO DE CANALES
06/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,285.6,AHUMADO
08/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,101.1,DESBARATADO DE CANALES
08/09/2025,134203I1,CUARTEO PALETA CON MANITA,15.97,DESBARATADO DE CANALES
08/09/2025,134367I1,CUARTEO PERNIL CON PATITA,67.958,DESBARATADO DE CANALES
08/09/2025,134367I1,CUARTEO PERNIL CON PATITA,67.958,DESBARATADO DE CANALES
08/09/2025,134401I1,CUARTEO PANCETA,29.867,DESBARATADO DE CANALES
08/09/2025,134504I1,CUARTEO ENTRECOAT,22.322,DESBARATADO DE CANALES
08/09/2025,134325G3,PERNIL,220.6,DESHUESE DE PERNIL
08/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,11.6,REBANADOS
08/09/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,3.3,REBANADOS
08/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,44.1,REBANADOS
08/09/2025,134311C1,MAT PRIMA MILANESA AJO,8.55,VALOR AGREGADO
08/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,37.5,VALOR AGREGADO
08/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.049,VALOR AGREGADO
08/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,360,AHUMADO
08/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,297.7,REBANADO AHUMADO
09/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,36.1,DESBARATADO DE CANALES
09/09/2025,134203I1,CUARTEO PALETA CON MANITA,34.457,DESBARATADO DE CANALES
09/09/2025,134367I1,CUARTEO PERNIL CON PATITA,119,DESBARATADO DE CANALES
09/09/2025,134401I1,CUARTEO PANCETA,0.399,DESBARATADO DE CANALES
09/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,10,REBANADOS
09/09/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,47.6,REBANADOS
09/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,4.7,REBANADOS
09/09/2025,134372G5,MAT PRIMA MILANESA TAQUERA,55.1,REBANADOS
09/09/2025,134797A5,MP INT RECORTE MAGRO,13.6,REBANADOS
09/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,13.9,REBANADOS
09/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,128.5,DESHUESE DE PERNIL
09/09/2025,134311C1,MAT PRIMA MILANESA AJO,3.908,VALOR AGREGADO
09/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,22.5,VALOR AGREGADO
09/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,7.459,VALOR AGREGADO
09/09/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.732,VALOR AGREGADO
09/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,244.6,AHUMADO
09/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,248.1,REBANADO AHUMADO
10/09/2025,134203I1,CUARTEO PALETA CON MANITA,153.792,DESBARATADO DE CANALES
10/09/2025,134367I1,CUARTEO PERNIL CON PATITA,26.686,DESBARATADO DE CANALES
10/09/2025,134367I1,CUARTEO PERNIL CON PATITA,26.686,DESBARATADO DE CANALES
10/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,41.5,REBANADOS
10/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,32.8,REBANADOS
10/09/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,0.4,REBANADOS
10/09/2025,134372G3,MAT PRIMA MILANESA TAQUERA,93.5,REBANADOS
10/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,22.5,VALOR AGREGADO
10/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.889,VALOR AGREGADO
10/09/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.94,VALOR AGREGADO
10/09/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,31.049,VALOR AGREGADO
10/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,562.5,AHUMADO
10/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,118.7,REBANADO AHUMADO
11/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,78.4,DESBARATADO DE CANALES
11/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,362.1,DESHUESE DE PERNIL
11/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,0.1,REBANADOS
11/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,17.1,REBANADOS
11/09/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,76.8,REBANADOS
11/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,108.9,REBANADOS
11/09/2025,134797A5,MP INT RECORTE MAGRO,36.1,REBANADOS
11/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,448.9,AHUMADO
11/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,170.5,REBANADO AHUMADO
11/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,15,VALOR AGREGADO
11/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,22.557,VALOR AGREGADO
11/09/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,13.598,VALOR AGREGADO
12/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,13.5,DESBARATADO DE CANALES
12/09/2025,134201G2,ESPALDILLA SIN HUESO,0.8,DESBARATADO DE CANALES
12/09/2025,134203I1,CUARTEO PALETA CON MANITA,275.303,DESBARATADO DE CANALES
12/09/2025,134207G2,CABEZA DE LOMO,2.8,DESBARATADO DE CANALES
12/09/2025,134207G2,CABEZA DE LOMO,84.1,REBANADOS
12/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,8.9,REBANADOS
12/09/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,134.4,REBANADOS
12/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,44.3,REBANADOS
12/09/2025,134372G5,MAT PRIMA MILANESA TAQUERA,106.8,REBANADOS
12/09/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,11.883,VALOR AGREGADO
12/09/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,28.326,VALOR AGREGADO
12/09/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,3.527,VALOR AGREGADO
12/09/2025,139406C1,MAT PRIMA RTE 80/20 LONGANIZA 600,1.068,VALOR AGREGADO
12/09/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,70.5,VALOR AGREGADO
12/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,278,AHUMADO
12/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,156.5,REBANADO AHUMADO
13/09/2025,134203I1,CUARTEO PALETA CON MANITA,13.927,DESBARATADO DE CANALES
13/09/2025,134367I1,CUARTEO PERNIL CON PATITA,251.904,DESBARATADO DE CANALES
13/09/2025,134401I1,CUARTEO PANCETA,0.36,DESBARATADO DE CANALES
13/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,11,REBANADOS
13/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,114.2,AHUMADO
15/09/2025,134367I1,CUARTEO PERNIL CON PATITA,165.358,DESBARATADO DE CANALES
15/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,17.9,REBANADOS
15/09/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,185.5,REBANADOS
15/09/2025,134359C1,MAT PRIMA MILANESA ADOBO,3.929,VALOR AGREGADO
15/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,6,VALOR AGREGADO
15/09/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.237,VALOR AGREGADO
15/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,539.2,AHUMADO
15/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,257.5,REBANADO AHUMADO
15/09/2025,134325G3,PERNIL,359.78,DESHUESE DE PERNIL
15/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,195.3,DESHUESE DE PERNIL
17/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,33.6,DESBARATADO DE CANALES
17/09/2025,134203I1,CUARTEO PALETA CON MANITA,42.6,DESBARATADO DE CANALES
17/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,0.6,REBANADOS
17/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,10.9,REBANADOS
17/09/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,80.6,REBANADOS
17/09/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,29.9,REBANADOS
17/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,28.6,REBANADOS
17/09/2025,133128J1,TRIPA CALIBRADA No. 34,1.783,VALOR AGREGADO
17/09/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,1.3,VALOR AGREGADO
17/09/2025,134346C1,MAT PRIMA MILANESA LEÑA,21.944,VALOR AGREGADO
17/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,39.5,VALOR AGREGADO
17/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.632,VALOR AGREGADO
17/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,305.9,AHUMADO
17/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,125.3,REBANADO AHUMADO
18/09/2025,134203I1,CUARTEO PALETA CON MANITA,26.158,DESBARATADO DE CANALES
18/09/2025,134367I1,CUARTEO PERNIL CON PATITA,31.238,DESBARATADO DE CANALES
18/09/2025,134325G3,PERNIL,169.1,DESHUESE DE PERNIL
18/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,27.8,REBANADOS
18/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,50.6,REBANADOS
18/09/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,100.6,REBANADOS
18/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,67.5,REBANADOS
18/09/2025,134372G3,MAT PRIMA MILANESA TAQUERA,274.1,REBANADOS
18/09/2025,134312C1,MAT PRIMA MILANESA YUCATECA,6,VALOR AGREGADO
18/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,9,VALOR AGREGADO
18/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.737,VALOR AGREGADO
18/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,89.2,REBANADO AHUMADO
18/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,863.2,AHUMADO
19/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,152.2,DESBARATADO DE CANALES
19/09/2025,134203I1,CUARTEO PALETA CON MANITA,30.755,DESBARATADO DE CANALES
19/09/2025,134504I1,CUARTEO ENTRECOAT,112.059,DESBARATADO DE CANALES
19/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,31.4,REBANADOS
19/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,27.8,REBANADOS
19/09/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,203.5,REBANADOS
19/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,42.3,REBANADOS
19/09/2025,134797A5,MP INT RECORTE MAGRO,25,REBANADOS
19/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,8.4,VALOR AGREGADO
19/09/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,10.551,VALOR AGREGADO
19/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,269.3,DESHUESE DE PERNIL
19/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,366.7,AHUMADO
20/09/2025,134504I1,CUARTEO ENTRECOAT,88.162,DESBARATADO DE CANALES
20/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,10.7,REBANADOS
20/09/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,152.6,REBANADOS
20/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,53.7,REBANADOS
20/09/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,36.554,VALOR AGREGADO
20/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,545.7,AHUMADO
20/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,133.2,REBANADO AHUMADO
22/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,21.6,DESBARATADO DE CANALES
22/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,8.8,REBANADOS
22/09/2025,134372G3,MAT PRIMA MILANESA TAQUERA,17.4,REBANADOS
22/09/2025,134372G5,MAT PRIMA MILANESA TAQUERA,55.3,REBANADOS
22/09/2025,134797A5,MP INT RECORTE MAGRO,12.8,REBANADOS
22/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,29.3,VALOR AGREGADO
22/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.243,VALOR AGREGADO
22/09/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.908,VALOR AGREGADO
22/09/2025,134325G3,PERNIL,256.292,DESHUESE DE PERNIL
22/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,300.5,AHUMADO
22/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,59,REBANADO AHUMADO
23/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,74.1,DESBARATADO DE CANALES
23/09/2025,134367I1,CUARTEO PERNIL CON PATITA,35.237,DESBARATADO DE CANALES
23/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,12,REBANADOS
23/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,25,REBANADOS
23/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,69.4,REBANADOS
23/09/2025,134346C1,MAT PRIMA MILANESA LEÑA,2.548,VALOR AGREGADO
23/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,37,VALOR AGREGADO
23/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.337,VALOR AGREGADO
23/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,261,DESHUESE DE PERNIL
23/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,56.9,REBANADO AHUMADO
24/09/2025,134367I1,CUARTEO PERNIL CON PATITA,131.387,DESBARATADO DE CANALES
24/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,12.6,REBANADOS
24/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,15.7,REBANADOS
24/09/2025,134372G3,MAT PRIMA MILANESA TAQUERA,76.5,REBANADOS
24/09/2025,134346C1,MAT PRIMA MILANESA LEÑA,6.836,VALOR AGREGADO
24/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
24/09/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.143,VALOR AGREGADO
24/09/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,3.53,VALOR AGREGADO
24/09/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,29.653,VALOR AGREGADO
24/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,282.2,REBANADO AHUMADO
24/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,590.7,AHUMADO
25/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,0.8,REBANADOS
25/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,17.6,REBANADOS
25/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,5.3,REBANADOS
